epoch;accuracy;loss;lr;val_accuracy;val_loss
0;0.1869519;14.113140609769383;3e-05;0.17245429754257202;10.88080883026123
0;0.19668603;14.31916486388607;3e-05;0.1867559552192688;11.076488494873047
1;0.20492974;9.430344444267218;3e-05;0.1749468594789505;8.612905502319336
2;0.21167971;7.881444866043403;3e-05;0.162941113114357;7.941421031951904
3;0.22872618;7.0936412984208825;3e-05;0.18225446343421936;7.380077838897705
4;0.25642145;6.530376801197862;3e-05;0.1344972401857376;7.619946479797363
5;0.29217082;6.078872596629316;3e-05;0.14069409668445587;6.771081447601318
6;0.3250827;5.7082936543672425;3e-05;0.15943877398967743;6.668452262878418
7;0.35518983;5.397542382023173;3e-05;0.17917197942733765;6.4230523109436035
